business_id,cool,date,funny,review_id,stars,text,useful,user_id
HTqoEYWlJkEXNEmHtKCPIA,0,2014-05-26 17:53:55,0,KLxHEsW1beqLqyrrNUuRqg,5.0,"This review is LONG overdue!  I visited Stitch-It in June 2013

In brief: Stitch it did an EXCELLENT job on my dress and I was extremely pleased.  I needed it done in a rush and they were able to accommodate me.  Given the tight turnaround, and the work that needed to be done, I didn't mind paying a premium.  The service and results far exceeded my expectations.

Complete Experience: I was attending a convention in Nashville, TN and had ordered an evening gown online a week before (admitted procrastinator tendencies).  The gown was a navy blue Tadashi Shoji evening gown with sequins and an intricately designed lace and sheer layered bodice. The gown was a tad bit too long and there was a bulge in the back. The dress arrived a few days before I was scheduled to fly out to Nashville and I knew I wouldn't have time to get it tailored before leaving.  I found a few Nashville area tailor shops on Yelp, read the reviews and decided I might try Stitch-It.  I also saw a few cleaners that advertised they performed tailoring services, but they (quite frankly) didn't give me the warm and fuzzies.  

Stitch-It was about a 30 minute drive from the Gaylord Hotel where I was staying, so before taking a taxi that far, I decided to check with the hotel to see if they had an in-house tailor.  When I took the dress to the Gaylord tailor/seamstress (who was the nicest lady ever), she looked at the gown and said ""I can hem the bottom....I'd have to do it by hand.  The top part though....I won't touch that with a 10ft. pole!""  I laughed, but appreciated her honesty in not being able to handle the work that I needed done.  

I contacted Stitch-It and sent pictures of the dress via text message to a nice young man who's name I can't remember (I think it was Cameron...I could be wrong).  They assured me that they should be able to accommodate me, so I hopped a cab and visited Stitch-It.  When I arrived I was greeted by courteous and professional staff.  I was shown to the dressing room and changed into my gown.  My personal tailor was Maggie O'Neill and she was AWESOME!  After the fitting and pinning, I left the gown and picked it up in two days.  It fit perfectly and was well worth the fee.  If I lived in Nashville, I would DEFINITELY use Stitch-It on a regular basis.",3,RcCjQK7exVgSO2xskd54mw
EneM1oBFxncaR1nQCD3gYA,0,2012-11-07 15:22:34,0,zoKFjcYPeQm7lT9TPqCIuQ,5.0,"This place is nothing short of astounding.  I went in for my first Brazilian and decided to get a blow-out as well.  These women are incredible in every way, from their work to their personalities. I've never felt more comfortable and relaxed under such intimidating circumstances (THANKS JENNE!).  Oh, and they're both comedians, so be ready to laugh the whole time you're here :)  Can not wait to go back!",0,ZDUCfIgyPVG7HhFDWhK7kQ
wP9Cx-jxLflhv6c1mGIjYA,0,2011-08-25 15:42:07,1,0kMlS1dVfIw1bH1jK5q9Pw,5.0,"I will get straight to the point..... If you are ever anywhere near Camden NJ, In fact if you are anywhere in the State of NJ, get to Santana's for breakfast and pastries.   Their coffee puts Starbucks, DD, Micky D's and all the rest to shame!!   Their pastries are INCREDIBLE!!  You would have to fly to Boricua ( Puerto Rico) to even come close!!    My business is in neighboring Pennsauken, and we are there every morning!!!",2,3n_QYiWlZdt5C9ogbsLEdA
Zi-F-YvyVOK0k5QD7lrLOg,1,2015-12-05 20:02:40,1,sqr0RQ1UmstPWpXRvbASeQ,5.0,This place was so yummy and decently priced. I felt that the escargot would have been better as traditional escargot but the playing was nice. You can dine with the ghost (former owner of the mansion who killed himself on their 2nd floor) for an additional $50. The table is by itself in a cold dungeony room.,1,3TW9UF4V_hBduHcBvUbDVw
Gw7UW0E2BguzL9suQnwDeg,1,2017-08-28 23:42:14,0,zKZAppIn3yZVp7sTw-8ZLw,5.0,"One of the best burgers in Philly!

Low key joint with just a few tables and the kitchen in the dining room. But, don't let the modest face fool you, this place rocks!

Menu is creative and fully customizable. Burgers are cooked on a flattop, perfectly seared, juicy, slightly charred. Fries are hand cut, fried fresh, perfectly crispy and salty. What more could you ask for from a burger place? 

Pro tip - Download the SPOT app for a rewards program and some good coupons (aka free fries!).",2,au30JemWvCjjTp5vWdOLow
14JwHj1Cxs5bkkJg5iuPog,5,2016-05-19 05:23:05,1,8z3Pg6eksz8TAYAPLxJWIQ,5.0,"I really like these guys! I needed to get replacement keys made for my car since the existing ones were worn and not opening the doors consistently. I was referred by my mechanic, who said ""go see these guys. They'll take good care of you"". He was right!

My car has transponder keys that cost a mint if you get them from the dealership, or a lot less from eBay (always go eBay). While evaluating my key, they made a test copy before risking cutting on the blanks I brought them. I appreciated that caution. Even after cutting the keys, he checked that they both worked in all doors and the trunk before giving them to me. Very thorough job and great attitude. Highly recommended.",3,3TlGZhQjrEvacyHhGxdKxA
TxhE4pldRCFHpupFzi1PSQ,0,2011-03-20 19:53:46,1,H9_TfnzLl9lN_VZ5ND5_fw,5.0,"This is the most beautiful salon I have ever seen. It very clean an organized with an amazing friendly staff. I was given a tour by the owner Doug he is one cool dude.

Doug has an extensive resume of accomplishments as a stylist, he teaches and trains all over the world and brings his expertise and share with his salon staff by holding a weekly training in his salon to ensure his staff is up to date with the latest technique and fashions. If I would trust anybody with my hair it would be here at this place.

I would recommend this place to anybody local or is from out of town.",4,RymcQDC9ywDYuv9Dz31Tgw
cBp1fn2LXpSHe4VbTXLYEw,0,2017-06-06 23:22:10,0,wAM66UfeH6U3pJxuZwWzIA,5.0,"So delicious! I am so happy Reno is getting more variety in it's restaurants. 
Bab Cafe has a great menu, service was quick even during the lunch rush. 
I had the Dak-Galbi Bibim-bab ""teriyaki chicken."" The meat was tasty, veggies were fresh, sauces were awesome. I also ordered a side of potstickers (because I can never resist potstickers) and they were so great. 
Only wish it were a little easier to get to, being downtown parking can be a challenge.",0,eGZvv1U1tRoV2UJqv4AIhg
W4ZEKkva9HpAdZG88juwyQ,0,2014-03-14 04:21:30,0,m6EMoIqkLWn01UrqVOI2yA,5.0,"If you're looking for a great brunch place in New Orleans, definitely come here!

My boyfriend and I had brunch here on Sunday, and we loved it! We both started with the Brandy Milk Punch, which was divine.  If you are of age, order this drink!  It is an alcoholic milkshake, and I could literally go here just to drink that because it is so good.  

They bring out fresh bread and butter, and then my boyfriend and I ordered the trio of appetizers.  The trio is quite small, but it includes a duck springroll, fried chicken livers and a fried oyster.  The duck springroll came with a wonderful tangy sauce, which I greatly enjoyed.  My boyfriend enjoyed the fried chicken livers and the fried oyster, but those are not two of my favorite things.

For my entree, I ordered the shrimp and grits.  Oh my goodness... so good! The shrimp are bacon-wrapped, and the grits are true Southern grits.  I will definitely order this dish again when I get the chance to return.  My boyfriend ordered the fish of the day, which was blackened Mahi Mahi, and he loved it.  

Definitely go to Mr. B's!",1,86Fgk1s0tAVioJtVnJeBHg
I8eSWVzc_y9ORuKWgl07Tw,0,2014-02-06 05:58:15,0,uFpxiHXl9-mflLuZ0z0Pzw,5.0,"Came there again because of yelp reviews!
Just want to tell you the way the salon looks like already giving you feeling that they know what are they doing! Very clean, simple, professional. Two ladies met me at the front room, ask me about my preferences, tell me about the packages and prices they have - very understandable.  They put some information about me in the computer and i am all set for waxing!  They goes by appointments - always!! 
I did my armpits - to give it a try) My specialist were Despina!  Really really nice lady i've been pleased talking to her while she was easy with no pain taking off the hair which were really hard cause for 3-4 month i used shaving and the hair got really thick! Still it wasn't so painful cause she used the hard wax which i Loved immediately! Great job - very clean - fast and easy! And price was just 16$ which were really good deal for this quality of waxing! 
She asked me when i would like to come back for armpits an we scheduled apointment in 3 weeks! But I might go earlier for bikini! I believe it wouldn't be so painful like it was before! So i will go for it! 
As well i bought there a treat for ingrown hair!  We will see how it works)
Thank you Very much for great service! And great atmosphere! You can trust them!
***** little addition********
Did a bikini today!  Never was painless than today! ! Next time I will do full bikini! 
Again thank you Despina!",3,NyUuEF18_9trHBZpR9H4PA
rQW9iupvhk6ScPn2VPNLVQ,2,2016-10-26 15:50:57,0,wR6Bl-Vywqd56UaogCcWNg,5.0,"After trying twice unsuccessfully to get there early enough to get a meal within 20 minutes, I finally was able to break away from work and was 5th in line. I had heard of the ""food truck nazi"" and that it was the best in town and found Gus, the falafel nazi, as he called himself, lived up to his reputation and more. 
As my turn came up, I approached the cart tenuously, for I did not want to blow it by asking too many questions. He immediately recognized me as a new customer and told me all about the fresh ingredients he uses.
Chicken is cooked over coal and was tender on the inside and perfectly cooked on the outside. Falafel was delicious, as were the grapes and his homemade pasta that went along with it.
There was enough food for 2 people.
Well worth the wait!",2,_mLEJyBITb35hF-av1Q09Q
cdqTpsr110wSNPMtLCPh7A,0,2016-11-22 03:53:44,1,e_f_4_U6Hlr0znVQfUbzEg,5.0,SRS is truly an exceptional management company. They have been extremely accommodating with very specific requests that I have made. Recommend.,0,6mnrwzi5HM-WMUfXL7EYgg
SbdL-8NSmTWgSwdGZBa7WQ,0,2015-02-24 04:27:38,0,Zssrl36KBW-QMHsa8G9a_w,5.0,"Another five-star dining review!  Fresco serves-up wonderful fresh and tasty pizza.  We tried this store as a change in our usual fare when we visit Tucson during the gem shows.  For what you get, their prices are very reasonable.  My husband and I were new, and the friendly young man behind the counter told us about their pizza, how it is made from all fresh ingredients, etc.  The restaurant was very clean and inviting.  We ordered the meat-special pizza, which included chunks of chicken besides the usual sausage, pepperoni, ham and bacon.  The pizza was GREAT!  Crispy AND tender crust, plenty of toppings, and a ""multiple-napkiner.""  We also had a nice talk with the young owner, and you can tell his business is his passion and only wants to serve the best and highest quality food to his customers.  We will definitely return next year!  Do I recommend Fresco?...YOU BETCHA I DO!!!",0,zcYZgNeJHpKCSBRwh6WskQ
JUlsvVAvZvGHWFfkKm0nlg,0,2010-11-23 13:45:24,0,yx1IGiMSFDeuosuoRE1gpQ,3.0,"We went to this restaurant after running in the Philadelphia marathon.  We had a large group (12) with us including kids (ages 10-14), parents and grandparents.   The place is very clean and looks fairly new or at least newly decorated.  The service was excellent and friendly.  The food was very good for the parents but everything was on the spicy side which was not so great for the kids and grandparents.  The lighting was very dim which was an issue for the grandparents reading the menu.  

The Veggie wings were great as were the cactus and sweet potato burritos.   The guacamole was very good although the spicy chips were a little too much.

They offer pitchers of margaritas which was great for our large group.",0,EYg-VaZlk13-blZxyohLDg
j5U5O3scMvPe67jzJcWFug,0,2017-08-16 15:51:51,0,h67ml8WCL7N5yhSBJtdoPw,5.0,"First of all, I think this might be my first Yelp review about ""fast food."" It's not a genre I ever eat unless I'm forced to on a road trip.  However, I am from Buffalo, NY, and am a chicken-finger connoisseur, so I decided to give this place a chance.  Additionally, it was on a road trip of sorts.  We had been at the beach all day and were halfway back home to central Tampa.

The service is amazing!  I have never seen fast-food workers who take so much pride in their jobs.  These people were drinking the Zaxby's cool-aid!  They seemed more like Disney employees than fast-food workers.  Both a female counter gal and a male (possible the manager/franchisee) went out of their way to make sure we liked everything.  

The food was a solid 4 stars, but my review overall is rounded up for the above mentioned points.  We had the chicken finger sandwiches on Texas toast.  While the chicken fingers themselves were super juicy and moist, the Texas toast was too greasy to eat them on.  I love sauce and enjoyed the variety.  We tried the Zax, hot honey mustard, insane hot and ranch.  What is missing from the sauce variety, for me, is a spicy bbq and blue cheese.  Serving ranch with hot sauce is an insult to the folks in Buffalo that created the cuisine.  Aside from the bread and sauce small issues, I really enjoyed our meal.  Additionally, it was so cheap!!  $12 and change for 2 meals with drinks.  

I am a fan!  This place doesn't quite hit all the marks of Buffalo-Inspired food, but it does a pretty good job of putting a southern twist on chicken fingers!",0,8bKjmdE9h9Jc8hzCO7EJsQ
GnaqAXKMD912QaP14fi9HQ,0,2013-11-14 22:33:04,0,lZQ_PekQKGo9HaAPgbRQbA,5.0,"I can't say enough great things about the baked goodies that come out of this kitchen.  I have YET to have anything that is 'subpar'.  Everything comes out with full flavor and with the right texture! Then the delicate and decorative detailing--just phenomenal.  You can tell that TIME and LOVE goes into each piece of goodness!!  I love all of the signature flavors.  I am a 'classic' cupcake person- and absolutely love her signature cream cheese frosting.  Talk about melt in your mouth! If you are looking for any sort of cake, cupcake, pie, cookie, or ALL THE ABOVE...do yourself a favor and treat yourself and loved ones to Sugar Coated! (no pun intended!) =)",0,MzNDYesEiI-A8B3mRSmxqg
SVV1VmybJGXGge6nFuHy_A,0,2017-12-02 21:45:32,0,xz7n9r3Y1856-T3Xrbhs3w,1.0,"It is unfortunate that with such a unique location and such a brand and product offering this specific store offers such lousy service. The wait is endless, no one is available to help and at Christmas time getting a gift wrap is act of God that requires endless wait. I bought gifts and knew that the wait for wrapping would be long SO I even left my items at the store to be gift wrapped at their leisure. They were not even moved from the counter where I bought them when I returned almost two hours later ready for pick up. This was a gift that needed to be given and The staff COMPLETELY ""dropped the ball"" on my time constraints! 

I love their stuff, but today was my last shopping experience at this location: couldn't get a gift wrapped after being assured that it could be done in a timely fashion???  I'll  cancel my card, do everything online and try not to go there if I can. It's really a shame!",0,yLt1pqbQsRXMguOIId_aGA
Ir4-CFGZDfloJkUMax13Og,0,2013-05-08 13:48:00,0,WqsuFJU7wqu5nSOGDdh-tQ,3.0,"They have a couple of really nice ladies, that go out of their way to help you. But there's one that will rip your head off if you're not careful. It won't take ya long to figure this out on your own though.  Jus' sayin'......",1,mGUYWSFpmVvDQTLDvkzk4w
0wQCEcpZ57TmTm6EmEDsIw,0,2016-06-11 23:57:11,0,GBvYiI1S_1gK-aZKwTpkQQ,4.0,"Hendricks is a must try in St.Louis. The meats,sauces,and sides are better than most barbecue places.Onion rings are huge and the coleslaw is tasty and finely shredded. Service is good and very friendly. Takes awhile to get the meal,but it gives you time to check out the unique decor.",0,ws72yrj8GmNE9Wjmyyr0IA
vVvtWcFResspvcMMNRbYWA,0,2017-12-30 00:59:20,0,jS3mcIVCbLPLebnaLhk5gw,4.0,"Found there to be a good variety of food for a late night dinner with young kids. Wish we had one this good near us in upper PA. Person that rang us in was friendly and helpful. Two things  made our experience top notch. First was out waiter Eric, who was friendly, observant, went out of his way to get odd requests, and quick to getting back to us.  Eric is the type of waiter you would find a quality sit down restaurant.  The other were the 2 people at the grill house station. When I asked to have shrimp not basted due to a pepper allergy that offered to get different tings to remove them from the grill. I appreciated their thoughtfulness.",0,G4W6jE-LtRXSwe0B5fZRyg
htO_nlxkEsYHzDrtbiUxew,0,2006-05-02 22:18:26,0,i_fJQ_-9S9qhH2hl5bMIiw,3.0,"i was looking forward to a new coffee spot, but this won't be it for me.  they dont have a menu first off, and im not a coffee connoisseur, so i was a little thrown off.  i kept it simple, asked for an iced tea, but they did give me hot tea w/a cup of ice.  v. artsy crowd here, great for people watching, but not for studying.  its a little loud, my headphones were not enough to block out the noise, so i was stuck listening to watever they chose, which wasn't my preference.  the servers were all really nice, and they kept cleaning the tables quite often.  all in all it wasnt a bad experience, but not one to keep me coming back either...",3,FBRjdSizGuMyxQuSSwzarg
Zx7n8mdt8OzLRXVzolXNhQ,0,2017-10-11 01:54:27,0,VN0oJh0TD2yKWUg0EN6IzA,5.0,"lit!!!!! just wanna give a shoutout to my g, kyle. he was such a chill waiter and deserves a raise or somethin. he recommended me the honey hot sauce and it was some of the best hot sauce i had eaten in ages. kyle from milk and honey changed my life and i will forever owe him. also the biscuits brought me to heaven. i didn't even order one i just stole from my friends but they were just that. good. so yeah def come here and ask about kyle. tell him i miss him and that i hope we get reunited soon.",0,ZihW6-M7xOl6v_fkkuv61Q
c8rjE6NcfeyzLB_aU1GdMA,1,2009-10-13 23:05:04,0,xZ-hLh7lC1lX-pC8rW3HlA,3.0,"Went here before a show we were seeing in the University City area.  It is just across the street from 30th Street Station, and just down the street from Drexel University.  We we able to get street parking about 2 blocks down the street, so that is always a plus.  

Service was sufficient for dinner.  We tried the mac and cheese appetizer that had just the right amount of breadcrumbs on it.  It was served hot, but with average taste.  We also tried the cheeseteak egg rolls - decent, but not a lot of meat in them.  Some of the bites I had of the egg roll were merely the fried dough without getting to any of the cheese and meat.   They were served with ketchup and a special mustard that had some horseradish in it for a bit of a kick!  I must say, it is a neat thing for a Philadelphia Pub to have on a menu.  

For our main entrees, we both had the chicken pot pie.  The vegetables were plentiful, and the chicken was all white meat, though there was not that much of it.  The crust was somewhat flaky, but there was a section of my pot pie crust that didn't seem like it was cooked all the way through.  

Dessert portion sizes were huge!  We had the bread pudding which was average in taste, and served with a scoop of vanilla ice cream.  The brownie was served ala mode with vanilla ice cream as well.  The brownie was definitely dry and lacking in taste, though I consider myself to be a brownie snob, so maybe I'm being overly picky.",1,qebLK4vwNUmv-Bqk3b2hTg
n-iPn34tLaqnq-dI8m8Bkw,0,2016-04-11 17:33:05,0,2DTSLWrxArBe6iNGTJhRZQ,3.0,Went for a bachelorette party on a Saturday night in April. Definitely try to arrive on the earlier side! We got there at 8 and there was no line (by the time we left at around 11 there was a line down the street). The cover band is awesome. There were at least 10 other bachelorette groups there and a few 50th birthday parties too. Their signature cocktails are great but overpriced in my opinion. I would go back though for another bachelorette party or birthday. Probably wouldn't try if it was any regular night out. Gets very crowded.,2,PyYBky3iWH9Fo_bUxoYyDQ
CjkxTRergWcYWb4SVW3gxw,1,2017-06-06 19:22:05,0,5I7qACNaxm0PBdpgaMeQ5w,5.0,Hands down best fall off the bone BBQ I've ever had.Excellent pulled pork everything had that great smoky flavor.Very creamy mac and cheese.Service was fast and friendly. Dessert was equally as good walnut brownie and ice cream delight.Such a great find.,0,8sHWQwfi9blO7fdpHMVfsw
C_EtrXTygRX5RTUOKtO6Dg,0,2016-08-25 18:34:30,0,yFV9UnuTR3wqCVRwkeYGxA,1.0,"It's a good thing I've had a few weeks to cool off from my experience at Copabanana before writing this review or it might not have been pretty. Anyhow, I came during university city restaurant week and will never return. We sat outside and there were kids playing football right near the tables and being loud. We moved to the other side of the restaurant (still outside) and the kids made there way over to us and continued playing. We couldnt get away. We went to a table inside. Food was terrible. Steak was fatty and overcooked and mashed potatoes werent fresh. The waitress was about the only thing good about this place. She agreed on the steak and took it back. Came back with chicken as I asked for and it was like biting into rubber bands. All in all it was a disaster and I'll never return. 1 star for the waitress.",0,tgZ0r69ap3_-sNBgLPZsPw
vN6v8m4DO45Z4pp8yxxF_w,0,2017-01-02 14:24:15,0,WZIOWWb6xVwCA2-uJ47m8Q,5.0,Best shrimp and grits in NOLA! Delicious fresh juices too. This is my fiance's second time here in two years and he still thinks it's the best he's tried.,0,XeS-0ONS5uoR_OfgZQebrA
euu_JA0YFf63f75uaVSyng,0,2015-07-03 19:34:47,0,VCVG7lbohvbWQ_lUt714RQ,5.0,"Finally! A good tapas place in Nashville. Friendly staff, nice open kitchen, delicious food. I can't wait to go back and try more.",1,hWm_vdsBr8lxE_On2eQXqw
SZU9c8V2GuREDN5KgyHFJw,0,2014-05-08 04:14:10,0,Mvrz4XjLAyQYxSqtZ_j-ig,5.0,"Super delish!! No frills! Just great sea food, sour dough bread was great! And I loved the 80s music playing!!",0,Q_ixtOGUKUbCQ_sXThQAwA
-02xFuruu85XmDn2xiynJw,0,2012-07-16 17:03:37,0,DivPlXLvBcH0N9z1y1K7MQ,5.0,"Dr. Curtis Dechant has an excellent chair-side manner, and he establishes a good rapport with his patients. The office is very comfortable, and the latest high-tech equipment makes eye appointments much easier to bear. I also appreciate their selection of eyeglass frames and the friendly staff.",0,rp8AfN3VT2I6nykW6FWqkw
Pr_Mlt9FqdcW7WCFGJmozA,0,2016-07-03 22:22:45,0,0oB9jIpB5eKvOnqDcXYRhg,5.0,Very cute place and good food. Pear cider beer was really good the service was really good and great ambiance and the price was very reasonable,0,OXdp673IwpF56oYs705JPQ
7EhTT4iEuA7JaaWA-eI3Qw,7,2016-01-04 04:42:19,5,e8u5K7rpzWt3CEoGmqYZNA,5.0,"I really enjoy this little restaurant full of goodness. Primarily a dessert place, Seasons also serves up some wonderful food dishes which are largely modernized updates on traditional classics. 

I always enjoy the shaved ice when I come here. The kind Seasons offers is a different type of dessert that I haven't seen anywhere else. The variety of boba tea that they have is also very 
good. Among my favorite shaved ice are the hula and the koko loco. If you want half and half flavors of shaved ice in your cup there is an additional $1.50 charge for a large size. There are pre-designed concoctions or you could create your own configurations of toppings and flavors. The pre designed concoctions are a better deal.

Seasons is situated on the end of a strip mall (across from a large shopping plaza with Regal Cinemas and Marshalls) with plenty of parking. The store itself is clean, bright, and modern and is kid-friendly as there are high hairs available for use. 

The service has always been friendly, fast, and efficient. Seasons employs an order at the counter, take number, and food is borough out to you when ready model. 

I can't comment on the food exactly but my boyfriend loves the quail and our friends enjoy the chicken wings which Boon touts as ""the best food item"" there. The quail is small and very flavorful and the wings are a good size and seasoned with five spice which was enjoyed by all. 

I look forward to many more visits with friends at this location. Check Seasons out and enjoy!",7,TkFfkUhNLczx5LB-uR9qaw
B7nlRFe3EeQwAWpUpefGHA,0,2017-08-28 22:34:34,0,ndy1YoqgJ6BXsqPvFs9mkg,3.0,"Overpriced for what you get. I think this is a cute spot to meet up with a friend, but that's about it. I prefer my own homemade coffee to be honest. Adorable concept, just could use some improvement to products offered and prices.",0,3Co7fpeBhUJGFJKbh1JAkw
zSqTndm5Alq9dW1PyzbdTA,1,2017-07-18 23:49:28,0,qSCCNv6JsHpQL8_uJoL9zQ,5.0,This place was absolutely awesome. 75 cent oysters. After 2 dozen I moved to the excellent cheesy grits. Great place to eat. Even better during happy hour.,1,Ta5JmqbaPH-ACuPBJ0Jybw
4u4njx79dMrXNhbRFHjG8A,0,2017-02-09 17:13:17,0,ygMbam6uaFGXxvSKj-q51A,5.0,"Love it!! I go to this place whenever I am in town and have NEVER been disappointed. The food is organic, fresh and delicious. I love that they buy from local farmers and fishermen. They also grow a lot of their own veggies! You can't get much fresher than that. There's lots of variety so I haven't even come close to trying everything. My favorite breakfast item is Carly's breakfast. Avocado on sourdough toast with a fried egg and sweet potatoes. Sooo good! Highly recommend this place!",0,ilfplhKvXs1w4v4YeiC-lA
M0r9lUn2gLFYgIwIfG8-bQ,0,2016-08-03 22:45:57,0,ii4RHFJZ3srDe5XlCKEaIQ,4.0,The burgers were very good very flavorful. I had the El Mariachi. As with what other reviewers have said the portion is not big. But I believe it makes up in flavor. I also have salted caramel ice cream it was very good homemade style. I do recommend the rooster sauce.,0,cWAKzsMt0iMjBNPuNJVgDQ
s3FRhtaNU8dt-mKkLKUQaQ,0,2011-03-21 04:10:23,0,VD_BQsEKAIAzy82CI0RZhg,4.0,Just had a late dinner there on a Sunday night and was really surprised at how good the sushi was and how low my ticket was. I had a plate full of sushi and it cost me $13.00. The staff seems to be having a good time too. Very friendly place. I really enjoyed it and will be back soon!,1,dEXDFQs_mLhhbXBkFlj8MA
1NCUTTp6rIyXpwUDVv9qOA,0,2016-06-22 21:51:03,0,tGzobhc7MyMSej6gVdv3Pw,2.0,"I had to write an order after coming here a couple of times because this place is just terrible. I tried their hoagies and they are so greasy i got nauseous after eating them... Then yesterday i accidently ordered from here instead of angelinos and i got the buffalo chicken sandwhich and it was just covered in blu cheese and greasy sauce it was so Disgusting.  All their food is terribly greasy and over seasoned its too much.. Back off on it a little and use freasher ingredients it will be much better!

Ill also add that their desserts suck, taste bland and a waste of money. Their sodas are usually expired and flat. I hate everything about this place!",0,gSEhdaQNcewg-ob6xSgleQ
ZdHf2EkMQPV2OBNgGhMAKQ,0,2014-07-28 00:27:29,0,MtZJKwddFSyBB0QHXQRtZQ,2.0,Paid for non-smoking room but there was a smell and ashtrays in the room. Since all we were doing was sleeping there we didn't say anything. Shower was crazy slow to drain. Pillows were so lumpy that I woke up with a migraine. Room was clean and staff was nice. Free wifi but wouldn't connect.,0,_cdp1FAjIT2paX8s8H3GUw
5GQPM14khrarsrlID5s2LA,0,2015-10-17 01:24:43,0,OPfhVmoRPBBp8nyJ8wAb0Q,2.0,"Maybe caught the staff on a bad day, but the people in the pharmacy were not friendly. Was told my prescription be ready in 15, when i showed up 20 minutes later they said it would be ready in a half hour. If your in a hurry dont bother filling up your prescription here. Might as well go next door to Walmart!",0,hNiK3aCOoS9Y7ndiZs_KgQ
JUlsvVAvZvGHWFfkKm0nlg,0,2010-03-12 23:41:38,0,7ouwt0DtmhHxjQpDwDkN7Q,3.0,"I loves me some seitan, and that's why I keep going to El Camino. The seitan wings & seitan nachos are so good! Unfortunately, the service is not. It can be extremely slow. On one occasion it took them so long to get my seitan nachos out to me that they had to give them to me on the house. All of my friends were done eating and ready to leave and I was JUST getting my food! 

As for the rest of the food at El Camino, the only other thing I've tried would be the fried pickles. I have to say, I was not impressed. I love both pickles and fried things but these were not good. The coating was too grainy and I just didn't like the taste. 

The seitan is so good that it keeps me coming back. And the margaritas are pretty good too.",2,dme9K6sQrgpojAay5r8IAA
u-w0dEUZAUF3JyGS_-KiTQ,0,2013-03-18 23:48:26,0,P7okF5jBUnQ0Ng1dOShJyg,5.0,"Excellent place to get a tattoo. I have had two done at B13 and am really pleased with both. One was with a group of people and the owner was able to fit all 4 of us in with a great sketch on really short notice. If you aren't sure who to go to, I've seen especially awesome work by Amanda, though everyone is great I'm sure.",0,OR5Zm8Wt-nceHN1hx1qJUw
NcO-pWiZmNM5zBg8H9zB6Q,0,2015-12-05 19:10:58,0,l6NxhAWgZoww3mKKjpFdXg,3.0,"We went on a Friday night and the place was full, but even so there was only a 20 minute wait. 
The service was ... Hit and miss. I don't want to rip on our server too much because our server was obviously trying but just not hitting the mark. The food was Ok, but I don't believe I'll be back. It just wasn't great.",1,wpXPaiDFVl_DCF64IPLOLw
x-SCuOwghy4GlZdVOKjt4g,0,2017-04-07 23:30:01,0,OMrx6DooSYePjc0WerIKFw,5.0,"I would recommend Twisted Twig to everyone - excellent service, very friendly, and create amazing arrangements!

You will not regret working with Jen! I reached out to a few different florist 2 weeks before my wedding. I was frantic my wedding was only 2 weeks away and didn't have a florist, even though it was a small wedding. I got a hold of Jen, who I might say was very responsive.

I got on the phone with Jen and she was so nice and very genuine. We spoke about what I was looking for and I texted her some pictures of inspiration and my dress. She asked me if there were certain flowers I was looking for and my budget. I didn't have any flowers in mind, as long as the colors are what I wanted and told her my budget. She sent me a quote, staying within my budget, noting the flowers she would use for the bouquet, boutonniere, and floral arrangements for the arch I had. It was nice that Jen works with you to stay in your budget yet still get what you want.

On the wedding day, Jen arrived at my hotel door right on time with my beautiful bouquet. The floral arrangements at the site was gorgeous also. Jen really hit the mark on what I wanted for my wedding. She also was very sweet and added some roses on the chairs by the aisle to my surprise, which was not on the quote. That was very special because it pulled the whole ceremony look together and I felt Jen really wanted everything to look perfect for me.",0,kbx5teHlHE1D0WMtpUsuZA
GUMVStVaJfWmCIpQA4TtHg,2,2018-03-15 20:24:34,0,t4vzUBVfAPfg7i1EB9Y_6Q,4.0,"I deducted one star because the service was not great. Our waiter wasn't friendly at all. The first question was ""soup or salad "". I wanted to order appetizer and lunch special, but he assumed we were having lunch. Seaweed salad was really good. Shiomay was small but good. The sashimi was fresh. Banzai roll was great and unique. Raw salmon and white fish with avocado and fish egg wrapped in cucumber with some sweet sauce. Perfect for those who is looking for no-rice roll. Salad dressing was more like carrot purée.",0,vFd8aBLg1kFcd0kCkoi-xw
GOSVLhjUT6TnrPhkkmDOpw,0,2016-10-14 03:31:17,0,NYxYahcPBsyVSE88IHNivA,5.0,I honestly didn't know this place existed until my friend suggested it for brunch over the weekend. I can't believe I live four blocks away and haven't been here before! I ordered the honeybee crepe and an almond croissant. I'm one to typically bring leftovers home but the food was so delicious there was nothing left to take much to the surprise of my friends. There is a small seating area downstairs and some window seating on the first floor. I'd recommend getting there on the earlier side if you're with a group and want to sit. I'd also recommend this for smaller groups. Will definitely be going back.,0,JDBlafv8p0UBtVFZ4LnRhw
R07rb3FN2QoRIbB6r6HDxQ,0,2018-07-17 01:08:07,0,cINASoUyZbUcmat0TloJag,5.0,This is the best location EVER. The donuts are made to order I believe after 5pm. They are always super hot you can barely eat them . Even the next day they are delicious.,0,0q4JN-oyb_wYV1UyQPrdJw
CPFKi2lZJazP6IdtCdDDyg,0,2017-07-18 18:28:05,0,SEtOk5e9-wDEDDRnuaUnnw,5.0,This place is super cute! I love how sustainable they are. Definitely recommend. The people are awesome and pretty! Not to mention the food and coffee are extraordinary!,0,TvXx5vpqpiyg-PjRC_XZLw
